Index,Id,Date,Hexlat,Hexlong,Price,Bathrooms,Bedrooms,Condition,Floors,Grade,Sqft Above,Sqft Basement,Sqft Living,Sqft Living15,Sqft Lot,Sqft Lot15,View,Waterfront,Yr Built,Yr Renovated,Zipcode,Nuisance Crime,Other Crime,Property Crime,Violent Crimes
11448,4083304835,10/23/2014,47.65449,-122.33,"620,000",1,2,3,1,7,990,0,990,1920,4332,3420,0,0,1909,0,98103,6,5,35,1
11449,4083305085,5/20/2014,47.64871667,-122.33,"1,125,000",3,6,4,2,8,2180,700,2880,1870,3192,4533,0,0,1919,0,98103,11,6,26,13
11450,4083305445,8/15/2014,47.65160333,-122.335,"650,000",2,3,3,1.5,7,1340,0,1340,2030,2720,4590,0,0,1913,0,98103,2,9,43,
11451,4083305633,7/22/2014,47.65160333,-122.335,"615,000",3.25,3,3,3,8,1470,0,1470,1470,1152,1506,0,0,2003,0,98103,2,9,43,
11452,4083305870,10/1/2014,47.65160333,-122.335,"705,000",2,2,5,1.5,7,1650,0,1650,1700,6840,4560,0,0,1916,0,98103,2,9,43,
11453,4083306045,10/29/2014,47.64871667,-122.34,"1,375,000",3.75,5,3,2,9,2470,860,3330,1780,5042,3990,2,0,2014,0,98103,5,1,25,3
11454,4083306175,4/1/2015,47.64871667,-122.34,"805,000",1.75,3,4,1,7,880,200,1080,1780,3200,5200,0,0,1926,0,98103,5,1,25,3
11455,4083306345,5/4/2015,47.65160333,-122.335,"1,000,000",1.5,4,4,1.5,8,2100,0,2100,1930,4560,4560,0,0,1912,0,98103,2,9,43,
11456,4083306552,3/10/2015,47.64583,-122.335,"602,000",3.25,3,3,3,8,1460,0,1460,1310,1367,1191,0,0,2008,0,98103,2,,46,2
11457,4083306553,4/22/2015,47.64583,-122.335,"560,000",2.5,3,3,3,8,1390,0,1390,1350,1411,1266,0,0,2008,0,98103,2,,46,2
11458,4083306616,2/24/2015,47.65160333,-122.335,"450,000",1.5,2,3,2,8,920,40,960,1200,1000,1297,0,0,2008,0,98103,2,9,43,
11459,4083306620,7/28/2014,47.65160333,-122.335,"565,000",1.75,3,3,1.5,7,1270,450,1720,1130,2218,1600,0,0,1931,2003,98103,2,9,43,
11460,4083306705,11/21/2014,47.65160333,-122.335,"725,000",2.5,4,4,1.5,7,1730,400,2130,1520,3420,3420,0,0,1916,0,98103,2,9,43,
11461,4083306720,9/15/2014,47.64871667,-122.34,"560,000",1.5,4,4,1,7,1020,770,1790,1680,3420,3420,0,0,1923,0,98103,5,1,25,3
11462,4083800340,4/2/2015,47.66315,-122.335,"462,000",2,5,3,1.5,7,1380,0,1380,1830,4300,3800,0,0,1916,0,98103,18,8,80,14
11463,4083800345,4/27/2015,47.66315,-122.335,"620,000",2.25,4,3,1.5,7,1350,540,1890,1830,4300,3800,0,0,1918,0,98103,18,8,80,14
11464,4083800555,3/26/2015,47.66603667,-122.34,"550,000",1,2,3,1.5,7,980,0,980,1450,3080,3333,0,0,1910,1946,98103,8,2,35,2
11465,4083801395,7/24/2014,47.66315,-122.335,"780,000",2.75,3,3,2.5,8,1970,0,1970,1680,2600,3120,0,0,1924,1994,98103,18,8,80,14
11466,4083801785,3/13/2015,47.66315,-122.335,"660,000",1,2,3,1,7,1070,0,1070,1400,5000,4000,0,0,1924,0,98103,18,8,80,14
11467,4083802195,3/19/2015,47.66315,-122.335,"578,888",2,2,2,1,7,1000,60,1060,1310,4000,4000,0,0,1914,0,98103,18,8,80,14
11468,4083802425,10/10/2014,47.66315,-122.335,"608,000",1.5,3,3,1,7,1220,1020,2240,1570,3750,3400,0,0,1952,0,98103,18,8,80,14
11469,4086300065,7/18/2014,47.63428333,-122.325,"670,000",1.75,3,4,1.5,7,1280,0,1280,2010,2147,2640,0,0,1910,0,98102,11,7,97,9
11470,4092300211,10/24/2014,47.66026333,-122.32,"384,000",2.25,3,3,2.5,8,880,110,990,1030,736,1201,0,0,2009,0,98105,39,25,161,36
11471,4092302096,3/25/2015,47.65449,-122.32,"433,000",2.5,3,3,2,8,1060,210,1270,1260,1062,1112,0,0,2008,0,98105,17,3,47,3
11494,4109600055,12/29/2014,47.55056667,-122.27,"614,000",2.5,5,5,2,8,1870,1280,3150,1550,5150,5150,0,0,1907,2004,98118,5,3,26,1
11495,4109600195,7/18/2014,47.55056667,-122.27,"524,000",2.75,4,5,1.5,8,1480,830,2310,1100,5000,5000,0,0,1908,0,98118,5,3,26,1
11496,4109600306,2/18/2015,47.55056667,-122.27,"475,000",1,2,3,1,6,920,0,920,1700,5157,5150,0,0,1909,0,98118,5,3,26,1
11497,4112100101,2/19/2015,47.55056667,-122.27,"415,000",2,6,3,1,8,1250,1250,2500,1800,5200,5200,0,0,1966,0,98118,5,3,26,1
11498,4112100165,3/17/2015,47.55056667,-122.27,"475,000",3,3,3,2,7,1860,150,2010,1370,2554,5100,0,0,2001,0,98118,5,3,26,1
11504,4114601570,11/18/2014,47.59387,-122.285,"3,600,000",3.25,3,3,2,10,3420,1600,5020,3680,12431,12620,4,1,1941,2002,98144,,,,1
11505,4114601580,7/24/2014,47.59387,-122.285,"1,900,000",4,6,3,2,8,2840,180,3020,3680,13237,12620,4,1,1942,1983,98144,,,,1
11670,4141680190,8/7/2014,47.50438,-122.25,"375,000",2.5,3,3,1,7,1480,840,2320,1660,5760,5762,0,0,1987,0,98178,9,1,7,2
11671,4141800030,10/14/2014,47.61407667,-122.29,"920,000",1.75,3,3,1,8,1240,1240,2480,2450,4000,4000,0,0,1948,2014,98122,9,5,32,2
11672,4141800215,11/26/2014,47.61696333,-122.285,"1,495,000",3.75,4,5,2.5,9,2890,880,3770,2800,4000,5000,0,0,1916,0,98122,,3,17,
11673,4141800285,7/14/2014,47.61696333,-122.285,"1,727,000",2.25,4,3,1.5,9,2360,1110,3470,3010,8000,8000,1,0,1906,2002,98122,,3,17,
11679,4146800050,11/26/2014,47.68913333,-122.34,"563,000",2,3,3,1,7,870,710,1580,1310,5289,5535,0,0,1940,0,98103,10,4,65,3
11689,4154300275,1/15/2015,47.56211667,-122.28,"245,000",1,2,3,1,6,990,0,990,1700,4800,5400,0,0,1908,0,98118,6,1,19,2
11690,4154300296,9/26/2014,47.56211667,-122.28,"235,000",1,3,3,1,7,960,0,960,1460,5030,5400,0,0,1955,0,98118,6,1,19,2
11691,4154300296,3/18/2015,47.56211667,-122.28,"545,000",1,3,3,1,7,960,0,960,1460,5030,5400,0,0,1955,0,98118,6,1,19,2
11692,4154300465,9/16/2014,47.56211667,-122.28,"719,000",2,5,5,1,7,1560,1550,3110,1720,6131,6600,0,0,1940,0,98118,6,1,19,2
11693,4154300505,10/24/2014,47.56211667,-122.28,"315,000",1,2,2,1,6,780,0,780,1750,7200,7200,0,0,1935,0,98118,6,1,19,2
11694,4154301371,1/6/2015,47.55923,-122.275,"315,000",1,3,3,1,7,890,0,890,1420,5200,6000,0,0,1957,0,98118,4,2,27,3
11695,4154302045,3/16/2015,47.56500333,-122.275,"376,000",1,2,3,1,6,760,120,880,1180,2400,6300,0,0,1918,0,98118,2,2,16,2
11696,4154302075,1/16/2015,47.55923,-122.275,"200,000",1,2,2,1,6,830,0,830,1150,7200,6600,0,0,1920,0,98118,4,2,27,3
11697,4154302560,11/21/2014,47.55923,-122.275,"550,000",1.5,3,3,1,7,2440,0,2440,1920,7200,6900,0,0,1949,0,98118,4,2,27,3
11698,4154303125,4/23/2015,47.56500333,-122.275,"650,000",1.75,3,4,1,8,1320,1010,2330,1820,7200,7200,0,0,1950,0,98118,2,2,16,2
11699,4154303215,8/28/2014,47.56500333,-122.275,"902,000",2.75,3,3,1,8,1620,1620,3240,2700,7200,7200,2,0,1960,0,98118,2,2,16,2
11700,4154303655,12/11/2014,47.55923,-122.275,"585,000",1.75,2,4,1,7,1070,760,1830,1570,7200,6000,2,0,1949,0,98118,4,2,27,3
11701,4154304505,9/19/2014,47.56211667,-122.27,"435,000",1,2,4,1,7,1120,1120,2240,1390,7200,6000,0,0,1940,0,98118,1,1,41,2
11702,4154304740,2/24/2015,47.56211667,-122.27,"709,000",2.75,3,4,1.5,8,1870,910,2780,1700,7200,7200,0,0,1913,0,98118,1,1,41,2
11703,4154305085,2/26/2015,47.55634333,-122.27,"690,000",3.5,5,3,2,8,1930,760,2690,2080,4800,4900,2,0,1919,1984,98118,6,3,38,3
11704,4154305290,11/20/2014,47.55923,-122.265,"805,000",3,5,4,2,7,1650,700,2350,1840,6480,7200,3,0,1924,1962,98118,3,,18,3
11705,4154305575,9/3/2014,47.55923,-122.265,"836,500",2.5,3,3,3,9,2230,0,2230,2230,7200,7200,3,0,1996,0,98118,3,,18,3
11730,4172100050,8/25/2014,47.68047333,-122.365,"524,950",1.75,3,4,1.5,7,1230,520,1750,1480,3250,3600,0,0,1929,0,98117,2,4,31,2
11731,4172100200,11/21/2014,47.68047333,-122.365,"470,000",1,3,3,1.5,7,1400,0,1400,1400,4914,3744,0,0,1929,0,98117,2,4,31,2
11732,4172100240,9/2/2014,47.68047333,-122.365,"643,002",2.5,3,3,1.5,7,1270,500,1770,1400,3744,4680,0,0,1929,0,98117,2,4,31,2
11733,4174600055,5/21/2014,47.55634333,-122.3,"360,000",0.75,2,5,1,6,550,300,850,2500,7710,6022,2,0,1909,0,98108,4,,14,
11734,4174600072,12/23/2014,47.55923,-122.305,"539,500",3.5,4,4,2,8,2040,670,2710,2500,5722,5722,0,0,1997,0,98108,7,7,33,15
11735,4174600185,6/22/2014,47.55923,-122.295,"480,000",2.25,2,3,1.5,8,1490,0,1490,1820,6770,7875,0,0,1926,0,98108,10,5,27,4
11736,4174600262,4/8/2015,47.55634333,-122.3,"500,000",1.5,2,3,2,7,1370,700,2070,2070,5432,5505,0,0,1951,0,98108,4,,14,
11737,4174600264,8/1/2014,47.55634333,-122.3,"402,000",1.75,4,3,1,8,1430,1000,2430,2050,5481,5508,0,0,1953,0,98108,4,,14,
11738,4174600331,7/17/2014,47.55634333,-122.3,"384,000",3,6,4,1,7,1200,1120,2320,1160,4502,5628,0,0,1987,0,98108,4,,14,
11739,4174600386,4/14/2015,47.55634333,-122.3,"310,000",3,5,3,1,7,1360,910,2270,1950,5001,5500,0,0,1989,0,98108,4,,14,
11740,4174600391,3/23/2015,47.55634333,-122.3,"393,000",2,5,4,1,7,910,910,1820,1180,5054,5628,0,0,1970,0,98108,4,,14,
11741,4177100005,4/3/2015,47.71222667,-122.29,"635,000",2.5,4,3,1,8,2020,950,2970,1410,7961,7959,0,0,1969,0,98125,2,4,13,3
11783,4202400395,3/16/2015,47.48706,-122.22,"285,000",1.75,3,3,1,7,1230,700,1930,2030,6533,5954,0,0,1960,0,98055,,1,,
11786,4204400175,2/17/2015,47.48706,-122.22,"439,000",3.5,5,3,2,8,1980,900,2880,2120,10000,9535,3,0,1991,0,98055,,1,,
11787,4204400201,10/21/2014,47.48706,-122.22,"216,180",1,2,3,1,6,1120,0,1120,2180,7797,7200,0,0,1948,0,98055,,1,,
11788,4204400339,9/25/2014,47.48706,-122.22,"194,000",1,3,3,1,7,1400,0,1400,1160,7955,14959,0,0,1964,0,98055,,1,,
11789,4206901155,9/24/2014,47.65737667,-122.325,"575,000",2,3,3,1.5,8,2168,0,2168,1770,4000,4000,0,0,1907,0,98105,12,6,100,3
11790,4206901200,8/25/2014,47.65737667,-122.325,"785,000",1.5,4,3,1.5,8,1970,250,2220,1984,4000,4000,0,0,1925,0,98105,12,6,100,3
11791,4206901215,6/12/2014,47.65737667,-122.325,"920,000",3.25,4,5,1.5,9,1870,550,2420,1810,4000,4000,0,0,1911,0,98105,12,6,100,3
11792,4206901435,1/22/2015,47.65737667,-122.325,"650,000",1.75,2,4,1.5,7,1350,100,1450,1310,4000,4000,0,0,1903,0,98105,12,6,100,3
11793,4206901505,3/26/2015,47.65737667,-122.325,"465,000",1,2,3,1,7,1120,0,1120,1620,4000,4000,0,0,1926,0,98105,12,6,100,3
11794,4206901550,6/2/2014,47.65737667,-122.325,"550,000",2.5,3,3,1,7,920,920,1840,1780,3035,4000,0,0,1926,0,98105,12,6,100,3
11803,4217400120,11/25/2014,47.66026333,-122.28,"978,000",1.5,3,3,1.5,9,1690,700,2390,2350,4000,4000,0,0,1936,0,98105,2,1,9,1
11804,4217400185,6/3/2014,47.66026333,-122.28,"835,000",2.75,4,3,1.5,9,1550,0,1550,2120,4000,4000,0,0,1930,0,98105,2,1,9,1
11805,4217400305,3/31/2015,47.66026333,-122.28,"1,295,000",2.5,4,4,2,8,2070,1000,3070,2560,4000,4000,0,0,1940,0,98105,2,1,9,1
11806,4217400420,11/24/2014,47.66026333,-122.28,"907,000",1.5,3,3,1.5,9,1340,0,1340,2600,6000,6000,1,0,1927,0,98105,2,1,9,1
11807,4217400540,9/29/2014,47.66026333,-122.28,"815,241",2.25,5,3,2.5,8,2060,0,2060,1740,4800,4800,0,0,1907,0,98105,2,1,9,1
11808,4217400590,11/18/2014,47.66026333,-122.28,"589,000",1.5,3,3,1,7,1090,300,1390,1910,5040,4800,0,0,1947,0,98105,2,1,9,1
11809,4217400680,10/6/2014,47.65737667,-122.285,"1,020,000",3,4,5,1.5,8,1790,930,2720,2260,4800,4800,0,0,1928,0,98105,1,2,8,
11810,4217401035,5/7/2015,47.66026333,-122.28,"1,482,500",2.25,3,3,2,9,2730,560,3290,2340,5000,4000,0,0,1939,0,98105,2,1,9,1
11811,4217401055,5/2/2014,47.66026333,-122.28,"1,400,000",2.5,4,5,1.5,8,1910,1010,2920,2470,4000,4000,0,0,1909,0,98105,2,1,9,1
11812,4217401180,5/30/2014,47.65449,-122.28,"1,365,000",2.5,3,4,1.5,9,2090,0,2090,2730,6000,6000,0,0,1928,0,98105,,1,11,
11813,4217401195,3/3/2015,47.65449,-122.28,"920,000",2.25,5,3,1.5,8,2130,600,2730,2730,6000,6000,0,0,1927,0,98105,,1,11,
11814,4217401240,7/17/2014,47.66026333,-122.28,"990,000",2.5,3,4,1.5,8,1880,280,2160,2300,6000,6000,0,0,1939,0,98105,2,1,9,1
11815,4217401365,12/10/2014,47.65449,-122.28,"1,475,000",3.25,5,4,1.5,10,3680,0,3680,2690,10300,7200,0,0,1927,0,98105,,1,11,
11816,4217402115,4/21/2015,47.65160333,-122.275,"3,650,000",4.75,6,5,1.5,11,3910,1570,5480,3510,19401,15810,4,1,1936,0,98105,,1,6,
11817,4217402162,7/25/2014,47.65160333,-122.275,"1,185,000",2.25,3,3,1,10,1980,410,2390,3720,7875,9075,1,0,1948,0,98105,,1,6,
11818,4218400005,1/30/2015,47.66026333,-122.27,"1,285,000",2.25,3,4,1,8,2440,0,2440,2750,9200,6211,1,0,1950,0,98105,,1,21,
11819,4218400100,9/11/2014,47.66026333,-122.27,"1,865,000",2.75,6,4,2.5,10,3460,1000,4460,2750,6952,4769,2,0,1930,0,98105,,1,21,
11820,4218400175,2/23/2015,47.66026333,-122.27,"1,265,000",1.75,3,4,1.5,8,1910,330,2240,2970,5657,5657,2,0,1941,0,98105,,1,21,
11821,4218400395,7/28/2014,47.66026333,-122.27,"1,160,000",2.75,3,3,2,9,1930,450,2380,3370,5572,5500,4,0,1939,0,98105,,1,21,
11822,4218400455,7/8/2014,47.66026333,-122.27,"2,180,000",2.75,6,3,2,10,3690,1020,4710,2950,11000,5300,3,0,1931,0,98105,,1,21,
11823,4218400671,5/5/2015,47.66315,-122.275,"1,655,000",2.25,4,3,2,8,2860,670,3530,2840,5500,5500,0,0,1940,0,98105,1,1,7,1
11824,4219400290,5/2/2014,47.65449,-122.28,"1,200,000",2.75,5,3,1.5,8,2910,0,2910,2940,9480,6600,0,0,1939,0,98105,,1,11,
11825,4219400465,1/12/2015,47.65449,-122.28,"950,000",2,4,3,1.5,8,2090,400,2490,2910,4600,5000,2,0,1926,0,98105,,1,11,
11826,4219400520,6/16/2014,47.65449,-122.28,"1,735,000",2.25,4,4,2,9,2080,960,3040,2870,5000,5000,3,0,1926,0,98105,,1,11,
11827,4219400555,11/24/2014,47.65737667,-122.275,"1,325,000",2.5,3,4,2,9,2280,0,2280,2200,5000,5000,3,0,1926,0,98105,,1,19,
11828,4219400580,6/12/2014,47.65737667,-122.275,"1,688,000",2.5,4,3,2,9,3000,0,3000,2580,7500,5000,0,0,1937,1994,98105,,1,19,
11829,4219401080,5/20/2014,47.65737667,-122.275,"1,740,000",3.75,4,3,1.5,10,2600,700,3300,3300,4545,5000,4,0,1926,1999,98105,,1,19,
11830,4219401236,5/20/2014,47.65737667,-122.275,"1,690,000",1.75,3,5,1,9,1820,1580,3400,3200,8965,8500,2,0,1957,0,98105,,1,19,
11843,4221900030,5/1/2015,47.66603667,-122.28,"682,000",1,2,3,1,7,890,0,890,1680,5000,5000,0,0,1943,0,98105,3,3,13,3
11844,4221900305,1/21/2015,47.66892333,-122.275,"1,312,000",3.25,3,3,2,10,3630,400,4030,1660,6300,6300,0,0,2006,0,98105,,,12,
11866,4226900211,10/23/2014,47.60541667,-122.315,"560,000",1,4,2,1.5,6,1360,0,1360,1010,5814,5814,0,0,1900,0,98122,24,20,93,35
11867,4229400015,5/7/2015,47.57655,-122.385,"570,000",1,3,3,1.5,7,1030,0,1030,1440,4089,4917,0,0,1927,0,98116,11,6,35,5
11868,4229900140,10/6/2014,47.55345333,-122.395,"310,000",1,2,2,1,6,720,0,720,980,5750,6125,0,0,1943,0,98136,,1,13,
11869,4232400010,8/4/2014,47.62562333,-122.31,"780,500",1,5,3,2,8,1760,0,1760,2130,4264,4264,0,0,1902,0,98112,5,7,37,1
11870,4232400110,11/11/2014,47.62562333,-122.31,"1,125,000",1.75,5,4,2,9,1910,0,1910,2050,5640,5400,0,0,1906,0,98112,5,7,37,1
11871,4232400400,9/29/2014,47.62562333,-122.31,"1,260,000",2,4,4,2.5,9,2970,0,2970,2500,5400,5040,0,0,1900,0,98112,5,7,37,1
11872,4232400470,5/27/2014,47.62562333,-122.31,"751,750",2,2,3,1.5,8,1880,0,1880,1590,5400,5400,0,0,1902,0,98112,5,7,37,1
11873,4232400860,6/30/2014,47.61985,-122.31,"1,200,000",2,4,3,2,9,2120,0,2120,2090,3360,3600,0,0,1905,0,98112,24,14,83,21
11874,4232401265,10/20/2014,47.61985,-122.31,"1,112,750",3.5,5,3,2,9,2060,1030,3090,2240,3600,3904,0,0,2000,0,98112,24,14,83,21
11875,4232900250,7/10/2014,47.63428333,-122.365,"525,000",1.5,2,3,1.5,7,1340,0,1340,1340,3600,3600,0,0,1903,0,98119,6,1,30,
11876,4232900310,10/29/2014,47.63428333,-122.365,"1,430,000",4.25,5,3,2,10,2260,1090,3350,1810,3600,3600,0,0,2014,0,98119,6,1,30,
11877,4232900940,5/22/2014,47.63717,-122.36,"926,300",1.5,3,3,2,8,1660,0,1660,1690,4800,4000,0,0,1907,0,98119,11,6,40,3
11878,4232901120,5/20/2014,47.63428333,-122.355,"792,000",1.5,3,3,2,8,1570,0,1570,2070,1050,3600,0,0,1915,0,98109,13,8,74,4
11879,4232901525,6/27/2014,47.63428333,-122.355,"665,000",1,2,3,1,7,1110,0,1110,1170,3200,3600,0,0,1925,0,98119,13,8,74,4
11880,4232901990,5/16/2014,47.63139667,-122.36,"605,000",1,2,4,1,7,910,0,910,1720,3600,3600,0,0,1909,0,98119,8,10,64,6
11881,4232902335,8/14/2014,47.63428333,-122.365,"1,200,000",4,5,3,3,10,2380,330,2710,1530,2800,3600,0,0,1974,2008,98119,6,1,30,
11882,4232902595,11/14/2014,47.63428333,-122.365,"940,000",1.5,3,3,2,9,1900,240,2140,2020,3600,4800,0,0,1925,0,98119,6,1,30,
11883,4232902615,4/28/2015,47.63428333,-122.365,"819,000",1,3,3,2,7,1300,0,1300,2510,3600,4800,0,0,1900,0,98119,6,1,30,
11884,4232903265,9/18/2014,47.63139667,-122.36,"614,950",1,3,5,1.5,7,1500,0,1500,1780,2400,3600,0,0,1900,0,98119,8,10,64,6
11885,4232903295,4/16/2015,47.63139667,-122.36,"940,000",1.5,3,3,1.5,8,1790,0,1790,1780,4800,3600,0,0,1912,0,98119,8,10,64,6
11886,4232903990,11/19/2014,47.63428333,-122.355,"770,000",1,3,3,2,8,1630,600,2230,2280,3200,5400,2,0,1918,0,98109,13,8,74,4
11896,4235400097,12/2/2014,47.66026333,-122.4,"443,750",2.25,3,3,2,7,1140,320,1460,1460,968,1531,0,0,2003,0,98199,7,5,18,4
11897,4235400186,11/24/2014,47.66026333,-122.4,"331,000",1.75,3,3,1,7,580,500,1080,1440,1306,2225,0,0,1954,2003,98199,7,5,18,4
11898,4235400255,9/5/2014,47.66026333,-122.4,"405,000",1,2,3,1,6,720,0,720,1460,4323,3300,0,0,1942,0,98199,7,5,18,4
11899,4235401055,5/14/2014,47.66026333,-122.4,"582,500",1.5,2,3,1,7,1159,0,1159,1640,4800,4800,0,0,1948,0,98199,7,5,18,4
11900,4237900645,10/10/2014,47.66603667,-122.4,"475,000",1.75,2,3,1,7,1080,240,1320,2070,3420,6000,1,0,1955,0,98199,,5,21,2
11901,4237901075,3/5/2015,47.66603667,-122.4,"733,000",2.5,4,3,1,7,1370,840,2210,1970,5002,4920,0,0,1977,0,98199,,5,21,2
11902,4237901250,3/27/2015,47.66315,-122.405,"540,000",1,4,3,1.5,7,1690,0,1690,1970,3417,4800,0,0,1907,0,98199,1,,5,1
11903,4237901345,12/17/2014,47.66603667,-122.4,"825,000",3.25,4,3,2,9,2390,810,3200,1830,4477,4920,0,0,2006,0,98199,,5,21,2
11911,4240400140,8/20/2014,47.68336,-122.37,"656,000",1.75,4,4,1.5,8,1290,150,1440,1640,4300,5000,0,0,1929,0,98117,9,5,43,6
11912,4240400155,8/12/2014,47.68336,-122.37,"600,000",1,3,3,1.5,8,1440,0,1440,1640,4300,4500,0,0,1929,0,98117,9,5,43,6
11913,4242900215,6/18/2014,47.67758667,-122.39,"646,000",2.75,5,3,1,7,1650,1220,2870,1890,4461,4196,0,0,1976,0,98107,3,7,33,4
11914,4242900245,1/12/2015,47.67758667,-122.39,"618,000",1,2,4,1,7,1030,860,1890,2150,4700,4700,0,0,1928,0,98107,3,7,33,4
11915,4242900285,8/5/2014,47.6747,-122.395,"630,000",2.5,4,3,3,8,1910,0,1910,1520,1502,3888,0,0,2014,0,98107,4,2,13,2
11922,4253400098,5/1/2015,47.57655,-122.315,"405,000",3,2,3,2,7,880,280,1160,1250,1073,4812,0,0,2007,0,98144,7,4,35,1
11923,4253400100,4/10/2015,47.57655,-122.315,"402,723",2.75,3,3,2,7,880,280,1160,1250,1073,5400,0,0,2007,0,98144,7,4,35,1
11924,4253400104,2/12/2015,47.57655,-122.315,"380,950",2,2,3,2,7,840,280,1120,1130,1039,5400,0,0,2007,0,98144,7,4,35,1
11929,4263200030,12/5/2014,47.57366333,-122.3,"299,500",1,3,3,1,6,1280,0,1280,1630,6726,5000,0,0,1958,0,98144,,4,15,2
11934,4278900055,5/28/2014,47.60253,-122.29,"599,000",2.75,4,3,1,8,1010,1010,2020,1840,2750,4000,0,0,1917,2014,98122,3,4,11,2
11935,4278900110,10/9/2014,47.60253,-122.29,"969,500",3.25,3,4,2,8,1220,860,2080,2680,3025,6518,2,0,1984,0,98122,3,4,11,2
11939,4279900140,10/1/2014,47.50149333,-122.255,"251,000",2,4,5,1,7,860,790,1650,1940,5974,6001,0,0,1972,0,98178,3,,9,1
11940,4287400005,7/31/2014,47.54190667,-122.295,"393,000",2,4,5,1,7,1450,0,1450,980,5456,6100,0,0,1951,0,98108,11,7,76,8
11941,4289900005,12/30/2014,47.61696333,-122.285,"1,535,000",3.25,4,3,2,10,1820,1030,2850,2130,4100,4200,3,0,1908,2003,98122,,3,17,
11949,4299700095,5/16/2014,47.54768,-122.295,"254,000",2,4,3,1,7,1510,0,1510,1510,4235,4268,0,0,1955,0,98108,4,5,26,5
11950,4302200336,7/7/2014,47.52458667,-122.355,"300,000",1,3,5,1.5,6,930,0,930,1060,5160,5160,0,0,1919,0,98106,29,12,66,12
11951,4302200415,11/4/2014,47.52458667,-122.355,"339,888",1.75,4,5,1,6,720,720,1440,960,6144,5160,0,0,1947,0,98106,29,12,66,12
11952,4302200535,5/6/2014,47.52458667,-122.355,"219,000",1,2,3,1,6,900,0,900,900,5160,5160,0,0,1952,0,98106,29,12,66,12
11953,4302200590,3/9/2015,47.52458667,-122.355,"375,000",2.5,3,3,2,7,1770,0,1770,1230,5146,5160,0,0,1992,0,98106,29,12,66,12
11954,4302200625,9/24/2014,47.53036,-122.355,"335,000",1.75,3,4,1,6,940,850,1790,1160,5120,5120,0,0,1949,0,98106,10,6,50,7
11955,4302200695,8/28/2014,47.52458667,-122.355,"270,000",1,2,3,1,6,1000,0,1000,1100,10320,5160,0,0,1943,0,98106,29,12,66,12
11956,4302200790,8/14/2014,47.52747333,-122.36,"248,500",1,2,3,1,6,720,0,720,990,5160,5160,0,0,1949,0,98106,22,13,39,14
11957,4302201005,10/7/2014,47.52747333,-122.36,"353,900",1.75,3,5,1,6,780,780,1560,1320,5760,7680,0,0,1927,0,98106,22,13,39,14
11958,4302201045,5/28/2014,47.52747333,-122.36,"150,000",1,3,3,1.5,6,820,0,820,1470,7680,6912,0,0,1910,0,98106,22,13,39,14
11959,4302201085,9/18/2014,47.52747333,-122.36,"248,000",1,3,3,1,7,1220,250,1470,1470,7680,6784,0,0,1946,0,98106,22,13,39,14
11960,4302201085,5/6/2015,47.52747333,-122.36,"546,940",1,3,3,1,7,1220,250,1470,1470,7680,6784,0,0,1946,0,98106,22,13,39,14
11961,4302201130,5/8/2014,47.52747333,-122.36,"205,000",1,2,3,1,6,720,0,720,1357,5040,5120,0,0,1955,0,98106,22,13,39,14
11962,4302700425,2/13/2015,47.53036,-122.355,"425,000",2.75,5,3,2,7,1870,240,2110,1580,5120,5120,0,0,1947,1983,98106,10,6,50,7
11963,4302700445,9/23/2014,47.53036,-122.355,"335,000",1.75,4,3,1,7,1100,570,1670,1080,9472,5195,0,0,1960,0,98106,10,6,50,7
11964,4302700559,3/27/2015,47.53036,-122.355,"342,000",1,3,4,1,6,1120,860,1980,1180,6450,5160,0,0,1950,0,98106,10,6,50,7
11965,4303200130,2/10/2015,47.53324667,-122.36,"277,000",3,4,3,1,7,1170,790,1960,1960,5160,5160,0,0,2001,0,98106,17,12,78,7
11966,4303200184,10/10/2014,47.53324667,-122.36,"230,000",1,2,4,1,6,770,0,770,780,6450,6063,0,0,1948,0,98106,17,12,78,7
11967,4303200555,8/15/2014,47.53036,-122.355,"265,000",1,2,3,1,6,770,0,770,920,5160,5160,0,0,1943,0,98106,10,6,50,7
11977,4305700086,4/10/2015,47.68624667,-122.375,"450,500",1,2,3,1,7,1330,0,1330,1900,3698,5000,0,0,1952,0,98117,10,3,62,9
12004,4310700020,10/10/2014,47.70356667,-122.335,"280,000",1,3,3,1,6,840,260,1100,1280,5132,5132,0,0,1948,0,98103,24,38,122,18
12005,4310700570,12/10/2014,47.70068,-122.34,"280,300",1,2,4,1,6,490,430,920,1500,5000,5000,0,0,1949,0,98103,5,5,26,6
12006,4310700665,3/5/2015,47.70068,-122.34,"450,000",3,4,3,2,7,2200,0,2200,1780,4466,2250,0,0,1968,0,98103,5,5,26,6
12007,4310700778,2/10/2015,47.70068,-122.34,"539,950",2.25,3,3,3,8,1860,0,1860,1760,1558,2456,0,0,2014,0,98103,5,5,26,6
12008,4310701330,3/9/2015,47.70068,-122.34,"415,000",1.5,3,4,1.5,6,1220,0,1220,1360,835,1251,0,0,1950,0,98103,5,5,26,6
12009,4310701421,6/17/2014,47.70068,-122.34,"350,000",2.5,2,3,3,8,1260,0,1260,1260,1347,1356,0,0,2005,0,98103,5,5,26,6
12010,4310701565,9/16/2014,47.70068,-122.34,"425,000",3.25,3,3,3,8,1410,0,1410,1410,1350,1253,0,0,2005,0,98103,5,5,26,6
